,0,1,2,3,4
0,0.82,1.0,0.90625,0.6025641025641026,1.0
1,0.82,1.0,0.75,0.6047008547008547,0.9
2,0.6,0.9333333333333332,0.5,0.5496503496503495,0.7916666666666666
3,0.5900000000000001,0.825,0.5,0.4308191808191808,0.9166666666666666
4,0.75,1.0,1.0,0.7430069930069931,0.9
5,0.6,1.0,1.0,0.468482905982906,0.9
6,0.825,0.9166666666666667,1.0,0.6503496503496502,0.9166666666666666
7,0.6,0.9166666666666667,1.0,0.4698912198912199,0.9166666666666666
8,0.8,1.0,0.90625,0.5038461538461538,0.9166666666666666
9,0.8,1.0,0.75,0.6637362637362637,0.9
10,0.825,1.0,0.90625,0.6548076923076922,1.0
11,0.75,1.0,0.625,0.7436313686313686,0.4666666666666667
